0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,label,view
1526.957240657513,-589.5473975395041,-439.3939516381988,159.73959257900316,-671.9939064877348,-303.39389288861827,195.24891008079504,-169.28474591659094,181.62928888484285,-135.4877049968659,321.739275524958,310.92511528406067,337.4659054367612,-349.0485983022845,-350.1757110356572,-26.593460674220765,-29.461883906252517,-260.07648184018933,001,000
2003.0452452906854,-352.331673041195,-149.7442463290784,66.03183280445174,-338.66074901075723,117.45974771488801,750.5885827102994,-18.234731395869716,-179.57293808138417,-115.32201578124457,190.5920677321638,-166.7128334828633,146.29209746400693,-326.5305244264741,-122.22599432398496,-0.12290662976097859,40.58003293092688,-146.6070047300535,001,000
1493.7495437468758,-601.3466158952882,-48.94098533924076,154.12505461952017,-755.6782467713476,-311.5501347800971,297.331383265489,-75.19970428020534,182.25915390617521,-176.92850794197577,206.91690570167628,188.70545305631404,94.6568669829949,-186.09646079713497,-385.695937947663,-27.75216162830232,-17.141301898545155,-165.95469805027886,001,000
1539.3771045655621,-601.2065590613477,-70.28571659204516,121.19295393532263,-721.3616114222606,-291.52585383762795,340.01896209435586,-108.98740648790091,134.77745050391434,-197.5041254218232,180.97367720647242,216.71434740858672,112.92473025779533,-197.12639029323708,-340.5029591909339,-52.50258438285535,-55.100581594856045,-159.2693840407997,001,000
1503.7624486957766,-584.4133404700622,-38.5808618146077,101.27716055484434,-794.7452094776881,-278.86005893001044,285.7417364800835,-53.28318123214256,116.53285982411688,-178.78125716420394,202.04023838846584,266.9567819004576,137.3039387501666,-236.84694274745436,-340.67061408307745,-10.84278589037698,-30.644316417128096,-178.098957468554,001,000
1524.9524821550617,-617.9057330418497,-51.27672965037067,118.3742342582404,-788.3491314642373,-312.7460076627906,281.5477193122021,-61.32590513824094,141.37031476237024,-176.4010145902135,218.6929865346162,273.7929283029547,142.85212117621163,-224.1638649012655,-373.58170097913074,-27.24436200201779,-8.848791670988806,-167.39557089076698,001,000
942.5826883051573,-946.9337497455103,-341.2711582196262,575.2398128778831,-874.4548536601943,-37.29646182129804,-460.1667536150195,-1014.0591934700266,204.52667523356592,342.9433755914303,-151.72816580984815,-257.2885514782983,21.58770268136692,579.5814472864513,-358.59199176044444,-12.009105354615738,176.38626404713455,-219.15766158014964,002,000
1895.380000511863,-163.55864222131405,-252.99517620163093,128.47261689192592,-180.3102612609877,89.58813783722974,626.290040594045,49.76348849117467,-90.08334473265433,42.234333093921826,37.2152943503589,-262.1875789736636,256.53282118313194,-365.90497907609716,16.945247617262677,-69.39113787724102,170.60472394034846,-21.66748445110433,002,000
524.0011466161096,-649.7938320478751,348.2365793936994,642.271179829728,-1055.7637238944828,-321.3809668017708,-281.3869010071289,-796.2519966554302,-178.01511343318322,250.69985111086112,-230.13047991323705,-385.33361905673536,135.48544639214188,-198.40388512245298,-385.34281492058136,13.34677322354192,233.56858721516952,269.0808663751771,002,000
718.8657991343828,-698.8026266484868,458.5522423719268,570.6042179169384,-1051.3008309184454,-319.01046559099814,-288.80163356289694,-749.6576857520838,-122.23504425821702,212.19630043342525,-180.99640985710602,-300.97993439786336,138.3707033920731,-224.56918060601188,-440.18220258946974,2.852207539645423,268.6510412202634,270.3490666780333,002,000
698.2815538706802,-739.9358094502579,274.25796833722353,562.4992190337675,-967.0573847396635,-345.62156346336275,-249.0951985903237,-864.9663214255626,-184.4557574906429,247.81776956089504,-190.2259272509183,-305.570212906009,168.6814140483452,-189.53996000443138,-454.6326755473279,-98.76845584851007,219.43362846621457,250.8864147658214,002,000
830.9697235411428,-753.8487084341209,379.60622579454633,577.2472510740845,-1056.124717281574,-217.63901743159676,-266.0230248559024,-744.1081533042684,-176.3768344264665,214.75930246419708,-20.12134260926733,-261.8860192121364,92.56109760156511,-180.0206075331759,-500.2297723549736,-59.18422083047609,291.18557920221457,372.6366148302116,002,000
1499.810774773401,-252.51770705701497,-571.5787799996841,661.195641028916,-356.42091975414854,58.47458725287051,62.179380670261324,-16.509544887619004,82.98821167051888,-606.8445720725634,375.97483572750843,-111.81540547838871,-291.2009383127195,226.7954192285776,-89.15938680300067,278.95157927020495,96.27232921098503,-186.57095108563647,003,000
1680.1543559966522,220.95186330402896,145.2851579297728,561.1659051357259,-534.1471500820029,-107.1997305063682,398.22037429646196,124.87261593091208,-54.06078237762235,-527.9899978194177,-79.96829711856331,-42.938412591835316,-60.917740454084836,22.791340366066688,-182.8107591605921,391.8748177157896,304.87070188775624,-224.19769474524676,003,000
1513.200668827976,53.95549318610499,308.72343238115974,437.42674742261954,-650.160252578959,-163.98655318947638,330.4068916032253,45.92272480019427,101.41678937791988,-478.6020143660367,27.59618085573676,-31.4176439138361,-121.65101550777231,119.66306908535991,-127.41131755645179,224.0985629330399,149.97632090774894,-80.76689240571724,003,000
1454.2519881795954,26.191656194347356,130.99874182147965,480.4647033632181,-755.9462342506084,-265.9014676184994,381.9741286509162,-5.595723272037324,40.37463060343722,-569.051178083214,20.115328552041216,5.991318477415239,-133.5363480822005,-10.846735082644335,-133.99644499029282,189.00210530545957,107.20292935388963,-217.56667023470888,003,000
1534.669956015743,-92.08481595942405,207.29545934167604,385.71743244927063,-720.9572476566685,-195.9339692113614,389.5073220241723,15.557433077173803,77.52505293728748,-450.99777962324487,-4.938840497946002,52.62500507383932,-94.06501019164195,0.4493524469089465,-114.25695883407175,136.14727354329432,97.59313104376977,-164.2197373941575,003,000
1261.6354363844107,56.059646805579,61.25748387414713,584.858648960979,-772.5207916375394,-350.8513744075641,318.8914367977982,-55.15704304324966,66.98761985018167,-580.2392599389644,-35.734127748484084,4.308556816814172,-110.93501202214128,-52.70411632526851,-23.211339340966877,273.95900598255326,89.0219294563861,-255.55589678027388,003,000
1832.9612415885867,-715.6304313277857,-841.123020936184,349.72362567214276,-55.71025279355707,403.2909265308614,322.3166748857149,-363.32372570976037,30.295166740447605,-362.70657515595525,152.6234481055308,-231.0974940999358,-27.18117326527818,-159.3733500836063,29.67225454383906,72.94525831599613,-80.42015838016684,-63.37130591424488,004,000
2143.0500438706545,-188.34854865230682,-463.43511223429124,391.39623315386365,142.64335764723822,530.8614921582222,800.0575935474022,-54.593070142631554,-359.95797209869465,-305.72293958601085,-313.16712398783505,-531.1459247749796,-199.43740565324717,-262.9085057301679,28.216738924348675,320.4445085632093,139.1607295943662,-157.40065337209825,004,000
1698.0374598363028,-549.021989552748,-315.4877757598821,301.1734606187361,-342.9702325692245,40.77030560068611,325.2124116334483,-239.15193100137495,157.9525534470321,-409.8186572892425,-207.90276443241092,-223.6939280665459,59.3749533496387,3.2269881285125672,-242.04209988573206,-118.08457717150293,-128.0670609849768,-41.72834730570222,004,000
1752.16703687767,-650.1184627821002,-285.7123863429555,231.6940546818947,-293.0590297869477,125.8361263245537,292.5592232342676,-227.49913170644953,166.77081202808077,-335.3007689584232,-199.54406858967076,-245.89682562510572,95.31062788221612,41.35612498768622,-266.6422643838292,-137.2966478126424,-157.6681205851367,5.2233070750506245,004,000
1761.5609007458538,-665.70473214312,-329.55647931348943,249.1777534291538,-350.00463688282304,85.83140818547346,315.12762414179963,-267.26295899668776,148.69443420719253,-310.976586764398,-150.59395537828647,-192.25244600090272,101.92477830875853,-23.6664730020241,-266.272643286852,-99.61401341059432,-127.98444333421791,-34.27483783727395,004,000
1749.7548546349815,-632.5335293698022,-322.6025051908116,260.8578673838636,-338.53542552813445,86.45006458412763,300.81326029065116,-280.08106942979293,134.58092661586818,-350.41419694169383,-164.90268137304614,-186.9707921585957,118.08614396679803,-18.290156367054895,-286.9968849550455,-106.5591751314794,-104.72558708925867,-5.268510095149349,004,000
1573.2391679150207,-559.2570182980829,-133.56121666005643,219.88239493806955,-545.9288731910191,-188.26202871961016,219.50426906281,-79.7113875983166,37.157193012395695,-134.91185239507925,127.6299088746619,95.04614465642202,166.06540570419378,-146.82301670494067,-292.40522637928643,-64.85500048480472,80.74510338502482,109.3139000421838,006,000
2032.1777087547525,-141.45953861418906,-286.7875438761623,224.24854886587138,-109.03047547952853,239.02424861941387,727.25281741675,46.72797964150368,-279.58997336070615,-56.837153126033606,78.11329533989566,-262.020856309374,70.56258377526228,-124.50514712797283,-100.45469752088793,19.162094424852054,94.92124932886362,-74.9119404214268,006,000
1432.3741575551749,-526.7172975400146,80.52480849601092,109.64763756452525,-655.1751774044615,-286.42299564518066,149.94111029507562,-148.44350118845642,100.70874032898797,-6.266991041060585,95.34578104206487,83.35152516831798,195.95537806611907,-53.15631640689408,-295.18142316192507,-82.83783031403914,-42.66820184012639,2.2978187314811827,006,000
1315.7190272535595,-552.8122304510728,-102.180654790821,240.94882768220614,-678.9634629844068,-360.84830990729216,84.40571398097393,-86.56741191292924,97.0003217138478,-85.38100206818993,137.49933946834165,131.70752561168933,174.98108379545315,-56.59401575390102,-282.79658544314634,-82.54266309658041,13.411168783302978,-33.039473002809075,006,000
